ticker,sector,industry,marketCap,enterpriseValue,ebitda,netIncomeToCommon,freeCashflow,bookValue,sharesOutstanding,totalDebt,totalCash,totalAssets,grossProfits,operatingCashflow,returnOnAssets,returnOnEquity,operatingMargins,grossMargins,currentRatio,debtToEquity,totalRevenue,revenueGrowth,earningsGrowth,interestExpense,enterprise_value,book_value_total,net_debt,ebitda_yield,earnings_yield,fcf_yield,book_yield,gp_a,fcf_ni,revenue_cagr_3y,fcf_cagr_3y,revenue_trend_ols,fcf_trend_ols,delta_gross_margin,asset_growth,share_dilution,dn_ebitda,interest_coverage,cfo_debt,roce,country,currency
NVDA,Technology,Semiconductors,4918316367872.0,4809806053376.0,165514002432.0,159612993536.0,46335873024.0,8.07,24221000000.0,12814000128.0,53171998720.0,206803000000.0,187952005120.0,125648003072.0,0.52727,1.14288,0.65596,0.74144995,3.441,6.555,253491003392.0,0.852,2.145,,4809806053376.0,157293000000.0,-40357998592.0,0.0344117830522138,0.0324527707446073,0.0094210842813367,0.0319810659248127,0.908845641117392,0.2903013846021824,1.0004509499443963,1.9390518269164567,0.5861584828161011,0.6634939848586203,0.1413918986655575,0.8530568722502486,-0.0070678596233198,-0.2438343463332097,547.1389961389962,9.80552534859472,0.8114349519010536,United States,USD
AAPL,Technology,Consumer Electronics,4269614563328.0,4298743218176.0,159975997440.0,122575003648.0,101090746368.0,7.26,14687356000.0,84710998016.0,68507000832.0,359241000000.0,216070995968.0,140222005248.0,0.26229,1.4147099,0.32275,0.47862,1.07,0.79548,451442016256.0,0.166,0.218,,4298743218176.0,73733000000.0,16203997184.0,0.0372145972254373,0.0287086812708586,0.0236767850747641,0.0172692403275222,0.6014653003638226,0.8247256239804277,0.0181253574347939,-0.0394506348716261,0.0184877799154346,-0.0275250178571002,0.0359553354580036,-0.015724149268453,-0.0227248040688013,0.1012901775472749,33.82913806254767,1.655298704207395,0.6872062393471412,United States,USD
MSFT,Technology,Software - Infrastructure,2917777801216.0,2998966943744.0,184457003008.0,125215997952.0,37011251200.0,55.777,7428434704.0,125431996416.0,78227996672.0,619003000000.0,217409994752.0,170141007872.0,0.14814,0.34013999,0.46326,0.68309,1.283,0.30271,318272995328.0,0.183,0.234,,2998966943744.0,343479000000.0,47203999744.0,0.0615068476805944,0.0429148504385137,0.0126847394563682,0.1177193821465271,0.3512260760480967,0.295579253492735,0.1242311465286305,0.0320260542058479,0.1210499972786385,0.0502867120966608,0.0042206790187608,0.2086054634950201,2.6628504491861013e-06,0.2559078754085185,52.835220125786165,1.3564402443832662,0.2637420597130508,United States,USD
AMZN,Consumer Cyclical,Internet Retail,2559815712768.0,2652643000320.0,155860992000.0,90797998080.0,9806624768.0,41.093,10757109436.0,235540004864.0,143088992256.0,818042000000.0,375875010560.0,148531003392.0,0.06845,0.24285,0.1314,0.50604,1.177,0.5329999999999999,742775980032.0,0.166,0.748,,2652643000320.0,411065000000.0,92451012608.0,0.0587568670119566,0.0354705214235198,0.0038309885821412,0.1605838256049706,0.4594813109351353,0.1080048566639058,0.1173128360180639,,0.1099988500812923,0.3319469687677709,0.0648032500291637,0.3090892215319718,0.0124234785740007,0.5931632502890781,43.79287598944591,0.6305977767036275,0.1659647655061271,United States,USD
GOOGL,Communication Services,Internet Content & Information,4275056410624.0,4286935990272.0,161315995648.0,160207994880.0,27921750016.0,39.514,5863336837.0,95875997696.0,126839996416.0,595281000000.0,255053004800.0,174353006592.0,0.14641,0.38884997,0.36121,0.60368,1.922,0.20026,422498009088.0,0.218,0.82,,4286935990272.0,415265000000.0,-30963998720.0,0.037629672104753,0.0374750598569565,0.0065313173287284,0.0971367299313336,0.4284581647994812,0.1742843734915609,0.1251174560921597,0.0687914024922291,0.1199102960053131,0.0624777251528843,0.0427287258225685,0.322094541771792,-0.0100728851035951,-0.1919462394018574,216.7961956521739,1.81852612522304,0.3239600760147481,United States,USD
AVGO,Technology,Semiconductors,1808927162368.0,1815574609920.0,42083999744.0,29316999168.0,27212249088.0,18.43,4757580198.0,64907001856.0,19627999232.0,171092000000.0,57568002048.0,33621999616.0,0.121190004,0.37280998,0.48988,0.76284,2.238,0.7401800000000001,75464998912.0,0.479,0.854,,1815574609920.0,81292000000.0,45279002624.0,0.0231794383519465,0.0162068433588128,0.0150433083509992,0.0449393439886123,0.3364739558132467,0.928207178779151,0.2437842600004176,0.1816540426343054,0.2337494511689423,0.1673638707909259,0.012213335716367,0.0328835763228591,0.0117370892018779,1.0759196582890276,8.080685358255451,0.5180026600303058,0.1700048499783717,United States,USD
GOOG,Communication Services,Internet Content & Information,4245727477760.0,4249861226496.0,161315995648.0,160207994880.0,27921750016.0,39.514,5495819345.0,95875997696.0,126839996416.0,595281000000.0,255053004800.0,174353006592.0,0.14641,0.38884997,0.36121,0.60368,1.922,0.20026,422498009088.0,0.218,0.82,,4249861226496.0,415265000000.0,-30963998720.0,0.0379579442835136,0.0377339326933258,0.006576434818829,0.0978077378200188,0.4284581647994812,0.1742843734915609,0.1251174560921597,0.0687914024922291,0.1199102960053131,0.0624777251528843,0.0427287258225685,0.322094541771792,-0.0100728851035951,-0.1919462394018574,216.7961956521739,1.81852612522304,0.3239600760147481,United States,USD
META,Communication Services,Internet Content & Information,1431137550336.0,1454977974272.0,109308002304.0,70586998784.0,25558249472.0,96.013,2196045588.0,86769000448.0,81180000256.0,366021000000.0,176141991936.0,124000002048.0,0.16395001,0.32930002,0.40617,0.81941,2.348,0.3560799999999999,214962995200.0,0.331,0.624,,1454977974272.0,217243000000.0,5589000192.0,0.0751269120473747,0.0493223022255461,0.0178586953196773,0.1517974285204074,0.481234661224356,0.362081543517803,0.1989383144293925,0.3370839123575326,0.183260991477816,0.2212672284117453,0.0365214531338012,0.3259036275511313,-0.0019133389649935,0.0511307504866501,74.76137339055794,1.4290818311582631,0.268664497123556,United States,USD
TSLA,Consumer Cyclical,Auto Manufacturers,1458403934208.0,1404979642368.0,11093999616.0,3862000128.0,5251999744.0,21.897,3755723871.0,15889999872.0,44743000064.0,137806000000.0,18660999168.0,16528000000.0,0.022330001,0.04901,0.04203,0.19065,2.043,18.738,97878999040.0,0.158,0.083,,1404979642368.0,82137000000.0,-28853000192.0,0.0078961995472772,0.0026481004592855,0.0036011969117816,0.0563197877305544,0.1354149976633818,1.359917030018286,0.051943257367141,-0.062633415093298,0.0442473675125151,-0.0879226163058498,-0.0757192709914285,0.1289096420086835,0.1663557213930348,-2.600775301126529,16.615384615384617,1.0401510467677366,0.0529351883271123,United States,USD
MU,Technology,Semiconductors,1044135084032.0,1002012475392.0,36802998272.0,24110999552.0,2893499904.0,64.237,1127734051.0,10798000128.0,14588999680.0,82798000000.0,33962999808.0,30652999680.0,0.20145,0.39823002,0.67624,0.58437,2.897,14.902,58119000064.0,1.963,7.56,,1002012475392.0,54165000000.0,-3790999552.0,0.0367290818985085,0.0230918392847156,0.0027711930651985,0.0518754716974341,0.4101910650981907,0.1200074637204323,0.0671348972693626,-0.18786951546609,0.1082151359997058,0.0689655172413793,-0.0539420649840632,0.1927797625907572,0.0105030650944539,-0.1030078996276839,21.238993710691823,2.838766374943314,0.1420021305225386,United States,USD
LLY,Healthcare,Drug Manufacturers - General,1021008150528.0,1051436187648.0,36215001088.0,25276999680.0,9156599808.0,34.917,891741406.0,43370000384.0,5281999872.0,112476000000.0,59845001216.0,20480000000.0,0.20739001,1.07459,0.49386,0.82832,1.497,1.3901499999999998,72248999936.0,0.555,1.699,,1051436187648.0,26535000000.0,38088000512.0,0.0344433656682587,0.0247569029365028,0.0089681946253463,0.025989018781366,0.5320690744336569,0.3622502640313362,0.3168737488062043,0.0903870375710942,0.2795618419850145,0.2167468719923002,0.0627233172109146,0.4289017341040462,-0.0032735417020517,1.0517188835490778,38.04253138611325,0.4722158132042686,0.3844241922120961,United States,USD
JPM,Financial Services,Banks - Diversified,831184437248.0,587248173056.0,,57512001536.0,,128.379,2679511418.0,1321104965632.0,1582246002688.0,4424900000000.0,173559005184.0,-107704000512.0,0.01272,0.16465001,0.43741,0.0,,3.645050920797488,173559005184.0,0.127,0.172,,587248173056.0,362438000000.0,-261141037056.0,0.0,0.0691928276790391,0.0,0.4360500314467023,0.0392232604542475,0.0,0.1249705229407649,,0.1115815541867453,,,0.1054473178119193,0.0,,,-0.0815256950158201,,United States,USD
AMD,Technology,Semiconductors,778416291840.0,729207734272.0,7430000128.0,4931999744.0,7173374976.0,39.547,1630600639.0,3871000064.0,12346999808.0,76926000000.0,19872999424.0,9724999680.0,0.03647,0.08063,0.14396,0.5306,2.725,6.005,37454000128.0,0.378,0.912,,729207734272.0,62999000000.0,-8475999744.0,0.0101891405957421,0.0063359410584044,0.0092153453764999,0.0809322732070324,0.2583391756233263,1.4544556667357362,0.1364359933536842,0.2930833400930863,0.135772456773347,0.3631578947368421,0.0459037855082198,0.1112298847253921,0.0089285714285714,-1.1407805650040497,32.603053435114504,2.512270606875402,0.0633012701753345,United States,USD
BRK-B,Financial Services,Insurance - Diversified,1038093713408.0,-265532506112.0,118003998720.0,72471003136.0,61228249088.0,505559.44,1398308677.0,128885997568.0,397383008256.0,1222176000000.0,104282996736.0,45504000000.0,0.053940002,0.10499,0.14352,0.2778,2.876,17.669,375394009088.0,0.044,1.196,,,717419000000.0,-268497010688.0,,0.0698116193171828,0.0589814274926984,0.6910927122800465,0.0853256787369413,0.8448654832760945,0.2058649958540774,0.0459257907882495,0.1363463491869843,-0.0394108523621378,,0.0591872125461811,0.0,-2.2753212908071867,17.267311106727163,0.3530561958524019,,United States,USD
ASML.AS,Technology,Semiconductor Equipment & Materials,606262001664.0,575204163584.0,12704400384.0,10011100160.0,8243274752.0,54.046,385417665.0,2705600000.0,8376300032.0,50566600000.0,17723299840.0,10531500032.0,0.15664,0.52236,0.36020002,0.52603,1.36,12.989,33692700672.0,0.132,0.192,,575204163584.0,19612200000.0,-5670700032.0,0.0220867670790854,0.016512828005916,0.0135968850585634,0.032349380212137,0.3504941965645307,0.8234134730702765,0.1555113426332901,0.1544288265542819,0.1283437030660547,0.2282095717950145,0.0229401033902318,0.0406877191827057,-0.0144301043962312,-0.4463571566228119,97.4167371090448,3.8924822708456537,0.4381451333893478,Netherlands,EUR
XOM,Energy,Oil & Gas Integrated,625285988352.0,670152916992.0,56007000064.0,25314000896.0,11630499840.0,62.069,4144947162.0,47660998656.0,8434999808.0,448980000000.0,97044996096.0,47722000384.0,0.04221,0.09873,0.06355,0.29768,1.036,18.261,326008012800.0,0.026,-0.434,,670152916992.0,259386000000.0,39225998848.0,0.0835734630767392,0.0404838767660817,0.0186002885985871,0.4148277825377731,0.2161454766270212,0.4594492940006887,-0.0668899154629597,-0.2605114854361147,-0.0629448545101981,-0.2929998358053746,-0.0385828281944581,-0.0099123435691052,-1.1788862143425417e-05,0.7003767172527701,69.43781094527363,1.001279908724538,0.1111668657905217,United States,USD
JNJ,Healthcare,Drug Manufacturers - General,579681910784.0,607033163776.0,34325000192.0,21040001024.0,12511375360.0,33.735,2407216971.0,54987001856.0,22051000320.0,199210000000.0,65559998464.0,22869999616.0,0.08424,0.26416,0.27408,0.68035007,1.025,0.6773,96361996288.0,0.099,-0.529,,607033163776.0,81544000000.0,32936001536.0,0.0565455105920146,0.0362957695118416,0.0215831736806808,0.1406702511895093,0.3290999370714321,0.5946470889297234,0.055992849541788,0.0396809057324833,0.0531601577422069,0.0368562936337872,-0.013724392924292,0.1060831519566472,0.0,0.9595339068250398,34.55406797116375,0.4159164683299513,0.2312591326404014,United States,USD
V,Financial Services,Credit Services,611971629056.0,619189436416.0,30143000576.0,22033000448.0,20839749632.0,18.642,1659709932.0,23975999488.0,13912999936.0,99627000000.0,42070999040.0,22755999744.0,0.19193001,0.60349,0.67346,0.97778,1.088,0.6723300000000001,43027001344.0,0.171,0.355,,619189436416.0,37909000000.0,10062999552.0,0.048681386992766,0.0360033037511675,0.0340534571253678,0.0619456821200628,0.4222851138747528,0.945842563802593,0.1092124213025429,0.0646722772666168,0.1025259447816722,0.0518517566959984,-0.0007762282497441,0.0541312651437398,-0.0238590740896708,0.3338419984642208,45.08658743633277,0.9491157920398434,0.4112172687715821,United States,USD
WMT,Consumer Defensive,Discount Stores,960394493952.0,1031125794816.0,44837998592.0,22735998976.0,6862249984.0,12.501,7958079155.0,75545001984.0,10728999936.0,284668000000.0,181155004416.0,40891998208.0,0.06835,0.24132,0.042150002,0.24976,0.771,0.74816,725304999936.0,0.073,0.194,,1031125794816.0,99617000000.0,64816002048.0,0.043484508696634,0.0236736040441484,0.007145240864264,0.1037250844599061,0.6363729130636391,0.3018231128196194,0.0527229092916887,0.0758493113567035,0.0510230399741931,0.0464973394042459,0.0078623594719878,0.0914221521874988,-0.0068544366899302,1.4455596610764976,11.528403001071812,0.5412932309758982,0.182100350453445,United States,USD
CSCO,Technology,Communication Equipment,468518338560.0,484603428864.0,17006999552.0,11957999616.0,9288375296.0,12.401,3941434665.0,33001000960.0,16640000000.0,122291000000.0,39058001920.0,13025000448.0,0.07337,0.25229,0.24992001,0.64296997,0.925,0.67541,60745998336.0,0.12,0.371,,484603428864.0,46843000000.0,16361000960.0,0.0350946744059726,0.0255230129363839,0.0198249983651611,0.0999811451222439,0.3193857431863342,0.7767499242575657,0.0319238415772846,0.0138985441169641,0.022091940167662,-0.0521669922581578,0.023897974041091,-0.0170560954241116,-0.0117299276266533,0.9620157224074232,7.967984934086629,0.3946850116391136,0.14551686977656,United States,USD
INTC,Technology,Semiconductors,594374754304.0,563820036096.0,14174000128.0,-3174000128.0,-8301250048.0,22.177,5026000000.0,45030998016.0,32789000192.0,211429000000.0,20000000000.0,9980000256.0,0.0063099996,-0.02911,0.06879,0.372,2.312,0.36028,53762998272.0,0.072,,,563820036096.0,114281000000.0,12241997824.0,0.0251392274494953,0.0,0.0,0.1922709522442967,0.0945944028491834,,-0.0571288797823601,,-0.0568546291816732,0.1084456484930579,-0.0784168493236814,0.0760566964399318,0.1533487297921478,0.863693926446111,2.4271310724106323,0.2216251181564752,0.0147230531431049,United States,USD
COST,Consumer Defensive,Discount Stores,436192477184.0,434382209024.0,13790000128.0,8837999616.0,6954375168.0,37.278,443478804.0,10227999744.0,11125999616.0,77099000000.0,37802000384.0,15000000512.0,0.086660005,0.29152,0.036730003,0.12876001,1.072,0.6025699999999999,293586993152.0,0.215,0.455,,434382209024.0,29164000000.0,-897999872.0,0.0317462360140953,0.0202616965635375,0.0159433633814514,0.0668603919725504,0.4903046781929727,0.7868720830684408,0.0664044272694748,0.3081350392193374,0.0628695446737115,0.2086759469083846,0.0069448935303497,0.1040798499233864,0.0002504930877447,-0.0651196420351476,71.24675324675324,1.4665624645522088,0.2743617313895626,United States,USD
CAT,Industrials,Farm & Heavy Construction Machinery,406454009856.0,434127994880.0,14556999680.0,9429999616.0,3776624896.0,40.511,460591983.0,43065999360.0,3316000000.0,98585000000.0,20237000704.0,12320000000.0,0.085200004,0.51331,0.18180001,0.28601998,1.353,2.3079300000000003,70755000320.0,0.222,0.302,,434127994880.0,21318000000.0,39749999360.0,0.0335315848129623,0.0232006558856213,0.0092916413774291,0.0524487383149513,0.2052746432418725,0.4004904612712976,0.0438323160905727,0.1298762674135851,0.0343550225003379,0.0753690007364006,0.0230927332480928,0.123296568068912,0.0,2.7306450665526154,23.99003984063745,0.2860725440738965,0.1941573830751124,United States,USD
MA,Financial Services,Credit Services,431215443968.0,442887176192.0,21376999424.0,15569999872.0,16148124672.0,7.576,877036230.0,18959998976.0,8218999808.0,54157000000.0,33938999296.0,18267000832.0,0.25032,2.32076,0.60836,1.0,0.981,2.82059,33938999296.0,0.158,0.212,,442887176192.0,7737000000.0,10740999168.0,0.0482673705023526,0.0361072407999269,0.0374479274754322,0.0179423072810308,0.6266779787654412,1.03713068752426,0.1382198495222513,0.1762342728624237,0.1282853000655628,0.1701582073751691,0.0155498609221884,0.1263700838168923,0.0011611351389676,0.5024558851763385,26.73130193905817,0.9634494630048656,0.6147475712693103,United States,USD
ABBV,Healthcare,Drug Manufacturers - General,396583141376.0,461005029376.0,29915000832.0,3595000064.0,20811624448.0,-3.767,1766792821.0,72912003072.0,9390999552.0,133960000000.0,45246001152.0,21223999488.0,0.10032,-1.0993883987767583,0.32156,0.72026,0.796,-22.29724864587156,62819000320.0,0.124,-0.462,,461005029376.0,,63521003520.0,0.0648908339947871,0.0090649341561183,0.0524773301653499,,0.3377575481636309,5.789047031293738,0.0175250491815381,-0.0976436194834349,0.0197227950197071,-0.1148197857439176,0.0023165843000911,-0.0088856992771583,0.003867741480555,2.123382976879337,3.280331835464916,0.291090610513628,0.1046641153180178,United States,USD
LRCX,Technology,Semiconductor Equipment & Materials,435974045696.0,401417306112.0,7847764992.0,6708201984.0,4352341504.0,8.464,1250571000.0,3734479104.0,4750936064.0,21345260000.0,10836277248.0,6954616832.0,0.22778,0.66762,0.35042998,0.49979,2.536,0.3528199999999999,21681844224.0,0.238,0.408,,401417306112.0,9861619000.0,-1016456960.0,0.0195501411436665,0.0153867003098564,0.0099830289141451,0.0226197387146215,0.5076666785974966,0.6488089527388924,0.0228583053877879,0.2846602270332576,0.006485777833493,0.1931174277116664,0.0301053744482847,0.1387340483148115,0.0014606996588764,-0.1295218397895674,34.43450446962172,1.862272257609076,0.4152670040641315,United States,USD
ORCL,Technology,Software - Infrastructure,519629635584.0,703521292288.0,31737999360.0,16984000512.0,-25148874752.0,11.666,2876046000.0,156188999680.0,31893999616.0,168361000000.0,44336001024.0,31977000960.0,0.06523,0.53376,0.36259,0.65822,1.115,3.62758,67356999680.0,0.206,0.219,,703521292288.0,20451000000.0,124295000064.0,0.0451130615489707,0.0326848188574003,0.0,0.0393568776673323,0.2633389028575501,-1.4807391659127147,0.1058841925728881,,0.094467186837251,-0.2012374022335499,-0.0857347267804207,0.1942529224832595,0.0188747731397459,3.9162834006686422,4.957518166573505,0.2047327342227332,0.1306974756480348,United States,USD
BAC,Financial Services,Banks - Diversified,384706183168.0,360660041728.0,,30256001024.0,,38.664,7096590651.0,799901024256.0,851284983808.0,3411738000000.0,109590003712.0,56567001088.0,0.00927,0.10644,0.35956,0.0,,2.6378218928582027,109590003712.0,0.081,0.244,,360660041728.0,303243000000.0,-51383959552.0,0.0,0.0786470359661136,0.0,0.7882457139181844,0.0321214594180444,0.0,0.0600313396958087,,0.0552261731049842,,,0.0461285518439125,-0.0523459694474034,,,0.070717500506533,,United States,USD
UNH,Healthcare,Healthcare Plans,371199475712.0,424158527488.0,21464000512.0,12044000256.0,17687500800.0,107.798,908144404.0,77917003776.0,31228999680.0,309581000000.0,84551999488.0,23153000448.0,0.03783,0.121759996,0.080469996,0.18801,0.798,0.73982,449713012736.0,0.02,0.007,,424158527488.0,94110000000.0,46688004096.0,0.0506037227145156,0.0324461672067244,0.0476495845423097,0.2535294529160825,0.2731175346290631,1.4685735988081334,0.1135216144319346,-0.1176918367873717,0.103359291643264,-0.1256096708825379,-0.0603470291661825,0.0378941792555937,-0.0100124371584699,2.175177179570876,4.672413793103448,0.2971495222603976,0.0960479546341764,United States,USD
AMAT,Technology,Semiconductor Equipment & Materials,423958446080.0,393632776192.0,9274999808.0,8508000256.0,3040375040.0,30.114,793959430.0,7267999744.0,8240999936.0,36299000000.0,14209000448.0,7992999936.0,0.14858,0.39692003,0.31896,0.48956,2.508,0.30399,29024000000.0,0.114,0.335,,393632776192.0,20415000000.0,-973000192.0,0.0235625699102759,0.0200680050949959,0.0071713986786013,0.0481533041475195,0.3914433027907105,0.357354836450066,0.0323347045688675,0.0730279851789428,0.0311852085381006,0.0496396360915284,0.0216302517203466,0.054927489900898,-0.0123213405618531,-0.1049056832497995,35.46468401486989,1.0997523689511015,0.3371024734982332,United States,USD
CVX,Energy,Oil & Gas Integrated,378841890816.0,421073158144.0,37906001920.0,11009000448.0,11776499712.0,92.906,1991597732.0,45427998720.0,5327000064.0,324012000000.0,78792998912.0,31264000000.0,0.0346,0.06638,0.07312,0.42421,1.094,0.23989,185740001280.0,0.023,-0.445,,421073158144.0,186450000000.0,40100998656.0,0.0900223659163683,0.0290596175208801,0.0310855266998963,0.4921578223527478,0.2431792616075948,1.069715617473649,-0.0785287489536495,-0.2388635250565913,-0.0776600417532413,-0.3047661830106464,-0.0097581755986701,0.2610513042056838,0.0,1.0579063110014215,17.222678718159408,0.6882099339814369,0.0721204301075268,United States,USD
NFLX,Communication Services,Entertainment,341433024512.0,349902864384.0,14288497664.0,13373640704.0,25993676800.0,7.389,4210798528.0,16742200320.0,12288449536.0,55596993000.0,22989572096.0,12650278912.0,0.15402001,0.48494998,0.32303002,0.49029,1.407,0.5378799999999999,46889992192.0,0.162,0.864,,349902864384.0,26615488000.0,4453750784.0,0.0408356121609771,0.0391691481019287,0.0761311148420747,0.0779522954407843,0.4135038759380386,1.9436500034149564,0.1263971837136066,0.8013844914210329,0.1230049515709802,0.3774783132098985,0.091158705640727,0.0366698729343189,0.0095659224549012,0.3117018239938035,17.384273222495526,0.7555923755665588,0.3025605822728016,United States,USD
GE,Industrials,Aerospace & Defense,338326290432.0,343501996032.0,11036999680.0,8563999744.0,5667999744.0,17.809,1043337235.0,21321000960.0,10581000192.0,130169000000.0,15048999936.0,8851000320.0,0.048520003,0.45428002,0.20207001,0.31149,1.008,1.16527,48312999936.0,0.247,-0.018,,343501996032.0,18677000000.0,10740000768.0,0.0321308167273992,0.0253128414379646,0.0167530573422558,0.0552041048189067,0.115611243352872,0.6618402514515536,0.1631543559703441,0.11395514846114,0.1435871286331553,0.1048138764373416,0.0554159620448267,0.0570813707974663,-0.2826493146374829,0.973090611523874,12.862396204033216,0.4151306187080628,0.1189081896740799,United States,USD
PG,Consumer Defensive,Household & Personal Products,346379091968.0,372782661632.0,25041999872.0,16323000320.0,12733750272.0,23.081,2328598978.0,37026000896.0,12305999872.0,125231000000.0,44211998720.0,19409999872.0,0.10925999,0.31112,0.23047,0.50984,0.732,0.67651,86716997632.0,0.074,0.058,,372782661632.0,52012000000.0,24720001024.0,0.0671758706866059,0.0471246697578039,0.0367624679643666,0.150159178790171,0.3530435652514154,0.780110887849324,0.0167489304705175,0.0115848859193739,0.0173353181086543,0.0287909393829526,0.037337223551798,0.0233799133774617,-1.7247610954277228e-06,0.9871416480454488,23.2348401323043,0.5242262032704943,0.2363271393807542,United States,USD
HSBA.L,Financial Services,Banks - Diversified,227282370560.0,-166917816320.0,,21108000768.0,,7.6289682,17148209505.0,773452988416.0,1162820976640.0,3233034000000.0,63773999104.0,,0.00722,0.11611,0.50684,0.0,,3.901894253580527,63773999104.0,0.033,0.026,,,198225000000.0,-389367988224.0,,0.0928712628084267,0.0,0.8721529941437794,0.0197257434051111,0.0,0.0722494443319567,0.1887168420033735,0.0641338484199994,0.1650424440775535,,0.0715885196390644,-0.0428967123664914,,,0.0,,United Kingdom,GBP
KO,Consumer Defensive,Beverages - Non-Alcoholic,359214252032.0,392572502016.0,16714999808.0,13701000192.0,3124250112.0,7.816,4302482418.0,44646998016.0,13820000256.0,104816000000.0,30429999104.0,14631000064.0,0.0951,0.43372002,0.35055,0.61744,1.358,1.24943,49284001792.0,0.121,0.182,,392572502016.0,32169000000.0,30826997760.0,0.0425781218046666,0.0381415829536169,0.0086974558897002,0.0895537964265801,0.2903182634712257,0.2280308056505426,0.0368901411418778,-0.1779638000683169,0.035084893339138,-0.241762739613889,0.034823197973606,0.0424370207560492,-5.556178977272727e-05,1.844271499497465,10.672309552599758,0.3277040050656202,0.211312623451248,United States,USD
HD,Consumer Cyclical,Home Improvement Retail,321171193856.0,380130459648.0,24945999872.0,14012000256.0,10128249856.0,13.916,997116682.0,63730999296.0,1600999936.0,105095000000.0,55187001344.0,18032001024.0,0.12519,1.2838,0.11926,0.33126998,1.045,4.59356,166592004096.0,0.048,-0.043,,380130459648.0,12813000000.0,62129999360.0,0.0656248381018978,0.0436278238025369,0.0315353619806298,0.0398946114879307,0.5251153845948904,0.7228268392061326,0.0151851464155887,0.0322909995502436,0.0180901163386512,0.0125246092479413,-0.0021497046001841,0.0933842424494636,0.0008397138888888,2.49057963917238,8.712271973466004,0.2829392481396687,0.2891662423800415,United States,USD
GS,Financial Services,Capital Markets,298051895296.0,19120840704.0,,17064999936.0,,356.271,295007421.0,839667023872.0,1142199943168.0,1809320000000.0,50624000000.0,-39792001024.0,0.00944,0.14548,0.38599998,0.82271004,1.5,6.78596,61532999680.0,0.145,0.242,,19120840704.0,124972000000.0,-302532919296.0,0.0,0.057255129745283,0.0,0.4192961090748587,0.0279795724360533,0.0,0.0715886840511181,,0.0779148451420059,-0.7619634880559332,,0.0795645750644998,0.0048472028080044,,,-0.0473902152790341,,United States,USD
MRK,Healthcare,Drug Manufacturers - General,297366880256.0,337599397888.0,29517000704.0,8935000064.0,14049250304.0,18.576,2469824415.0,49116999680.0,5702000128.0,136866000000.0,50460999680.0,17890000896.0,0.12578,0.18944,0.38604,0.76725996,1.299,1.06936,65768001536.0,0.049,,,337599397888.0,52606000000.0,43414999552.0,0.0874320300588699,0.0300470585571195,0.0472455113088086,0.1769060493714432,0.3686890804144199,1.5723839063645697,0.0312221302788215,-0.0563054228067616,0.0341737167960028,0.0140831583987036,0.041704839169671,0.1687360169419158,0.0,1.470847258072417,16.524686809137805,0.3642323637957195,0.206598549830015,United States,USD
PLTR,Technology,Software - Infrastructure,311914266624.0,304446177280.0,2018253056.0,2281529088.0,1752997120.0,3.525,2296071334.0,211976992.0,8026413056.0,8900392000.0,4392168960.0,2723375104.0,0.14702,0.32587,0.46183997,0.84073997,6.907,2.477,5224174080.0,0.847,3.25,,304446177280.0,7387268000.0,-7814436064.0,0.0066292606267274,0.0073146031846959,0.0056201248470406,0.0236836489717382,0.4934803950208036,0.768343094646532,0.3291712528765784,1.2528705320847138,0.2911206192278202,0.6010579243540668,0.0380285786889553,0.4036516044135171,0.0224033340858717,-3.871881199817195,407.4971181556196,12.847503298848585,0.183048491412929,United States,USD
ROP.SW,Healthcare,Drug Manufacturers - General,259530489856.0,279489544192.0,24043999232.0,12880000000.0,11027874816.0,42.485,688926637.0,33197000704.0,15486000128.0,100703000000.0,47194001408.0,18851999744.0,0.12937,0.37273997,0.2999,0.7449,1.383,0.87637,63355998208.0,-0.004,1.713,,279489544192.0,33802000000.0,17711000576.0,0.0860282602038328,0.0496280803351715,0.042491634883126,0.1302428859852072,0.4686454366602782,0.8562014608695652,-0.0126075068395786,-0.0044978498069802,-0.008602969770561,0.0234982499290511,0.0371688380464811,-0.010785748666516,0.0,0.73660793302757,13.609955423476968,0.5678826202431134,0.2519738108992875,Switzerland,CHF
AZN.L,Healthcare,Drug Manufacturers - General,210638110720.0,234962354176.0,20025999360.0,10389000192.0,6558875136.0,22.854898,1550862203.0,34029000704.0,7674999808.0,114074000000.0,49260998656.0,14220999680.0,0.08487,0.23482999,0.27943,0.81504995,0.909,0.71815,60438999040.0,0.125,0.053,,234962354176.0,48667000000.0,26354000896.0,0.0852306720803427,0.049321559885286,0.0311381217462526,0.2310455588195659,0.4318337101881235,0.6313288107406746,0.0981821424788491,0.0620708966893683,0.1013449998521978,0.0673232713704662,0.0983637794064602,0.0964963714134666,0.000233264891367,1.315989300820591,8.684014869888475,0.4179082366743836,0.1679427729249793,United Kingdom,GBP
