ticker,sector,industry,marketCap,enterpriseValue,ebitda,netIncomeToCommon,freeCashflow,bookValue,sharesOutstanding,totalDebt,totalCash,totalAssets,grossProfits,operatingCashflow,returnOnAssets,returnOnEquity,operatingMargins,grossMargins,currentRatio,debtToEquity,totalRevenue,revenueGrowth,earningsGrowth,interestExpense,enterprise_value,book_value_total,net_debt,ebitda_yield,earnings_yield,fcf_yield,book_yield,gp_a,fcf_ni,revenue_cagr_3y,fcf_cagr_3y,revenue_trend_ols,fcf_trend_ols,delta_gross_margin,asset_growth,share_dilution,dn_ebitda,interest_coverage,cfo_debt,roce
APD,Basic Materials,Specialty Chemicals,69964046336,89951944704.0,3877600000.0,2115299968.0,-3519237376.0,70.28,222680686,18442199040.0,954200000.0,41059500000.0,3986400000.0,4121400064.0,0.03599,0.12353,0.23595,0.31983998,1.427,1.01611,12463899648.0,0.088,,,89951944704.0,15024900000.0,17487999040.0,0.043107461575842616,0.03023409992385721,0.0,0.21475173016499674,0.09708837175318745,-1.663706060246109,-0.01766923192508929,,-0.02009284637868781,-0.6453261725079865,0.049527934565396725,0.03752154159486135,0.0,4.510005941819682,-1.0593457943925233,0.2234766068331079,-0.006153487021218266
ABNB,Consumer Cyclical,Travel Services,88390680576,78919688192.0,2619000064.0,2516999936.0,3191000064.0,12.834,417930233,2534000128.0,12005000192.0,22208000000.0,10485999616.0,4565000192.0,0.06245,0.32325,0.03211,0.82913,1.442,0.33185000000000003,12647000064.0,0.179,0.06,,78919688192.0,8199000000.0,-9471000064.0,0.03318563623348787,0.02847585197441528,0.03610109168982263,0.09275864770551623,0.4721721729106628,1.2677791597687191,0.13378255972989694,,0.12204805684245901,,0.00806271367183331,0.059592537811918506,-0.03321733628598545,-3.6162656863531866,30.650602409638555,1.801499590137353,0.2972309849281458
AKAM,Technology,Software - Infrastructure,16453271552,21390530560.0,1146972032.0,435179008.0,700723392.0,33.726,145385451,5867704832.0,930444992.0,11479643000.0,2486778880.0,1580072960.0,0.03393,0.091680005,0.10611,0.58284,2.057,1.19534,4266646016.0,0.058,-0.134,,21390530560.0,4977371000.0,4937259840.0,0.05362055086865503,0.02644939072601043,0.042588696709064074,0.302515580823497,0.21662510585041714,1.610195756501196,0.05178977181914113,-0.050304874698784086,0.05000822566436717,-0.0183052094683791,-0.027889478636437426,0.10713482823686671,-0.038143082196475296,4.3046035145170825,20.584674404239408,0.2692829658681781,0.060231779968369856
ALB,Basic Materials,Specialty Chemicals,15987220480,19396450304.0,1067513984.0,-399635008.0,716711744.0,64.597,117934651,2005991040.0,1089809024.0,16374211000.0,1018185984.0,1081304064.0,0.01605,-0.0182,0.24786,0.18531,2.068,19.845,5494582784.0,0.327,,,19396450304.0,9533365000.0,916182016.0,0.055036564282066276,0.0,0.04483029084990764,0.5963115984999539,0.06218229287505823,,-0.11101948515436078,0.02331614989796771,-0.15692272213786174,-0.003279860196038276,-0.289987745688382,-0.014174772748057469,0.0013278436550924297,0.8582388893558512,-1.6586580368021344,0.5390373348826124,-0.023629120056047656
ARE,Real Estate,REIT - Office,9163088896,25252622336.0,1860583936.0,-1067513984.0,1408723072.0,92.167,174269480,12878605312.0,418720000.0,34081835000.0,2009796992.0,1402721024.0,0.01001,-0.04144,0.15890999,0.6859,0.797,0.66509,2930149120.0,-0.115,,,25252622336.0,15470070000.0,12459885312.0,0.07367884060688469,0.0,0.15373888521532902,1.6883029484471346,0.05896974127126665,,0.04564958075072889,,0.04607418119983244,,-0.009245522250093563,-0.09181583325847702,0.002826406902909601,6.696760662562229,-4.367166891635568,0.10891870587050102,-0.031036104784331036
ALGN,Healthcare,Medical Instruments & Supplies,13214977024,12271186944.0,880812992.0,429892000.0,532954624.0,57.939,71618127,116044000.0,1059833984.0,6233693000.0,2863449088.0,691588992.0,0.072340004,0.10824,0.15469,0.69912004,1.393,2.797,4095789056.0,0.062,0.239,,12271186944.0,4049147000.0,-943789984.0,0.07177895634869076,0.032530665715064355,0.040329591419802684,0.3064059054091625,0.4593503542763495,1.2397407348822496,0.026117671821406674,0.21029042848962543,0.026556140089698137,0.13139610703185325,-0.03334921667239288,0.003072281401860136,-0.03364974474942112,-1.0714987092288484,,5.959713487987315,0.13568722561118376
ALLE,Industrials,Security & Protection Services,12080864256,13996363776.0,1010600000.0,633699968.0,494362496.0,24.451,85935861,2224399872.0,308900000.0,5223700000.0,1870300032.0,780600000.0,0.11034001,0.34179002,0.18876,0.4497,1.908,1.05863,4159000064.0,0.097,-0.07,,13996363776.0,2067600000.0,1915499872.0,0.07220446797281072,0.05245485377300477,0.040921120006333425,0.171146695814674,0.35804124126576947,0.7801207526650845,0.07523170466176188,0.20133063988641808,0.06794651203750118,0.171905526255446,0.0478017631776847,0.16397789562814744,-0.002176657089145149,1.8954085414605184,8.607920792079208,0.3509261126229736,0.19457064207864289
LNT,Utilities,Utilities - Regulated Electric,20153356288,31878356992.0,1856000000.0,821000000.0,-1202625024.0,28.737,258277037,11840000000.0,115000000.0,24991000000.0,1998000000.0,1288000000.0,0.02617,0.113120005,0.21030001,0.45224,0.688,1.5952600000000001,4417999872.0,0.05,0.049,,31878356992.0,7334000000.0,11725000000.0,0.058221319262651165,0.04073763140330385,0.0,0.3639096086624001,0.07994878156136209,-1.4648295054811207,0.012293745856755134,,0.010256410256410256,-0.8208955223880597,0.050250324252093914,0.10024654398168531,0.0017204426110836975,6.317349137931035,2.360082304526749,0.10878378378378378,0.05015742522301907
ALL,Financial Services,Insurance - Property & Casualty,64440180736,68511182848.0,14840000512.0,12026999808.0,12428999680.0,114.752,257420930,7491999744.0,5401999872.0,119758000000.0,23470999552.0,11708000256.0,0.07521,0.45221,0.18954,0.34428,0.364,0.23719,68174000128.0,0.03,3.384,,68511182848.0,30610000000.0,2089999872.0,0.21660698144599635,0.18663820725879846,0.19287654904196203,0.47501418603097567,0.195986903188096,1.0334247841038962,0.09835266933147047,0.2810070880649389,0.09467097295115058,0.29786172748945533,,0.07293691821138357,0.00018470066577853676,0.14083556603047104,33.97243107769424,1.5627336700560357,
GOOGL,Communication Services,Internet Content & Information,4391827931136,4329705570304.0,161315995648.0,160207994880.0,27921750016.0,39.514,5867155790,95875997696.0,126839996416.0,595281000000.0,255053004800.0,174353006592.0,0.14641,0.38884997,0.36121,0.60368,1.922,0.20026,422498009088.0,0.218,0.82,,4329705570304.0,415265000000.0,-30963998720.0,0.03725795969924892,0.036478659317274356,0.006357660284923253,0.09455402317927028,0.42845816479948123,0.17428437349156092,0.12511745609215974,0.06879140249222915,0.11991029600531314,0.06247772515288439,0.04272872582256859,0.32209454177179203,-0.010072885103595119,-0.19194623940185743,216.7961956521739,1.81852612522304,0.32396007601474813
GOOG,Communication Services,Internet Content & Information,4346312392704,4284512993280.0,161315995648.0,160207994880.0,27921750016.0,39.514,5499638298,95875997696.0,126839996416.0,595281000000.0,255053004800.0,174353006592.0,0.14641,0.38884997,0.36121,0.60368,1.922,0.20026,422498009088.0,0.218,0.82,,4284512993280.0,415265000000.0,-30963998720.0,0.037650952605585375,0.03686067185343959,0.006424239100454732,0.09554421368723762,0.42845816479948123,0.17428437349156092,0.12511745609215974,0.06879140249222915,0.11991029600531314,0.06247772515288439,0.04272872582256859,0.32209454177179203,-0.010072885103595119,-0.19194623940185743,216.7961956521739,1.81852612522304,0.32396007601474813
